qseqid	sseqid	qlen	slen	length	pident	qcovhsp	evalue	bitscore	max_bitscore	norm_bitscore
Unknown_BF302-01R0001_00233	ere:EUBREC_0486	433	433	433	99.1	100	0.0	869	889.4	0.977
Unknown_BF302-01R0001_00235	ere:EUBREC_0484	346	338	338	99.4	97.7	3.26e-242	664	676.0	0.982
Unknown_BF302-01R0001_00237	ere:EUBREC_0482	597	597	597	97.7	100	0.0	1138	1181.4	0.963
Unknown_BF302-01R0001_00238	ere:EUBREC_0481	534	534	534	98.5	100	0.0	996	1069.3	0.931
Unknown_BF302-01R0001_00243	ere:EUBREC_1857	880	897	880	99.5	100	0.0	1672	1811.6	0.923
Unknown_BF302-01R0001_00243	pxv:FXF36_10340	880	880	877	90.1	99.7	0.0	1582	1767.3	0.895
Unknown_BF302-01R0001_00243	rho:RHOM_06305	880	878	878	92.8	99.8	0.0	1561	1768.8	0.883
Unknown_BF302-01R0001_00243	bpb:bpr_I1154	880	948	879	92.6	99.9	0.0	1557	1897.9	0.82
Unknown_BF302-01R0001_00243	coo:CCU_15430	880	878	878	91.9	99.8	0.0	1548	1767.3	0.876
Unknown_BF302-01R0001_00243	eel:EUBELI_01258	880	876	880	82.5	99.8	0.0	1380	1772.3	0.779
Unknown_BF302-01R0001_00243	rob:CK5_25200	880	876	875	79.8	99.4	0.0	1375	1767.7	0.778
Unknown_BF302-01R0001_00243	rto:RTO_08070	880	876	875	82.3	99.4	0.0	1369	1764.6	0.776
Unknown_BF302-01R0001_00243	ral:Rumal_0315	880	874	878	82.2	99.8	0.0	1364	1760.3	0.775
Unknown_BF302-01R0001_00243	csh:Closa_0915	880	875	878	81.8	99.8	0.0	1360	1762.3	0.772
Unknown_BF302-01R0001_00243	ehl:EHLA_1625	880	875	872	78.6	99.1	0.0	1356	1761.1	0.77
Unknown_BF302-01R0001_00243	esr:ES1_08210	880	876	878	81.9	99.8	0.0	1352	1760.7	0.768
Unknown_BF302-01R0001_00243	bprm:CL3_19690	880	875	877	81.4	99.4	0.0	1349	1756.9	0.768
Unknown_BF302-01R0001_00244	ere:EUBREC_1868	465	465	465	99.6	100	0.0	979	981.9	0.997
Unknown_BF302-01R0001_00244	rho:RHOM_06285	465	465	463	91.6	99.6	0.0	908	978.0	0.928
Unknown_BF302-01R0001_00244	pxv:FXF36_01445	465	465	465	85.8	100	6.25e-316	860	973.0	0.884
Unknown_BF302-01R0001_00244	cct:CC1_20280	465	465	465	86.0	100	8.78e-316	860	981.1	0.877
Unknown_BF302-01R0001_00244	rob:CK5_25180	465	464	465	85.4	100	1.11e-311	850	973.4	0.873
Unknown_BF302-01R0001_00244	rgn:RGna_06040	465	463	465	84.3	100	2.50e-310	846	966.5	0.875
Unknown_BF302-01R0001_00244	eel:EUBELI_01350	465	462	465	83.7	100	2.21e-306	836	976.1	0.856
Unknown_BF302-01R0001_00244	bpb:bpr_I1220	465	469	464	83.0	99.6	5.79e-306	835	989.6	0.844
Unknown_BF302-01R0001_00244	lua:D4A81_02775	465	462	465	81.9	100	8.20e-302	825	966.1	0.854
Unknown_BF302-01R0001_00244	cpy:Cphy_0648	465	462	465	82.4	100	4.74e-301	823	966.1	0.852
Unknown_BF302-01R0001_00244	ehl:EHLA_1300	465	462	465	82.6	100	4.74e-301	823	969.9	0.849
Unknown_BF302-01R0001_00244	bprm:CL3_19730	465	462	465	82.6	100	9.56e-301	822	973.0	0.845
Unknown_BF302-01R0001_00244	bprs:CK3_33410	465	462	465	80.9	100	1.51e-297	814	971.5	0.838
Unknown_BF302-01R0001_00244	csh:Closa_0908	465	462	465	80.2	100	3.95e-293	803	969.1	0.829
Unknown_BF302-01R0001_00244	hsd:SD1D_0472	465	462	465	79.6	100	5.36e-291	797	971.8	0.82
Unknown_BF302-01R0001_00244	bprl:CL2_28110	465	462	465	78.3	100	1.47e-288	791	965.7	0.819
Unknown_BF302-01R0001_00246	ere:EUBREC_1870	242	242	242	100	100	2.51e-173	481	485.0	0.992
Unknown_BF302-01R0001_00247	ere:EUBREC_1871	303	303	303	99.3	100	2.57e-217	597	607.1	0.983
Unknown_BF302-01R0001_00247	rho:RHOM_06265	303	302	303	82.2	100	4.40e-179	501	602.4	0.832
Unknown_BF302-01R0001_00247	rto:RTO_22590	303	299	303	78.5	100	1.33e-170	479	599.0	0.8
Unknown_BF302-01R0001_00248	ere:EUBREC_1872	972	972	972	99.1	100	0.0	1897	1939.1	0.978
Unknown_BF302-01R0001_00249	ere:EUBREC_1873	303	303	302	98.0	99.7	2.89e-182	509	581.6	0.875
Unknown_BF302-01R0001_00250	ere:EUBREC_1874	387	387	387	99.5	100	6.92e-278	758	766.5	0.989
Unknown_BF302-01R0001_00250	rho:RHOM_06240	387	387	387	82.2	100	6.15e-233	644	770.4	0.836
Unknown_BF302-01R0001_00251	ere:EUBREC_1875	368	368	368	100	100	5.39e-270	736	745.0	0.988
Unknown_BF302-01R0001_00251	pxv:FXF36_01485	368	360	360	88.3	97.8	1.01e-231	639	724.2	0.882
Unknown_BF302-01R0001_00251	rho:RHOM_06235	368	362	360	88.1	97.8	1.81e-230	636	731.5	0.869
Unknown_BF302-01R0001_00251	eel:EUBELI_00764	368	366	366	85.5	97.8	1.11e-225	624	738.0	0.846
Unknown_BF302-01R0001_00251	esr:ES1_02460	368	359	358	86.3	97.3	9.50e-223	616	725.3	0.849
Unknown_BF302-01R0001_00251	anr:Ana3638_14440	368	361	359	84.7	97.6	1.62e-219	608	723.0	0.841
Unknown_BF302-01R0001_00251	ehl:EHLA_0148	368	360	359	84.4	97.6	1.81e-218	605	728.8	0.83
Unknown_BF302-01R0001_00251	rto:RTO_20080	368	360	359	84.4	97.6	2.11e-217	603	720.7	0.837
Unknown_BF302-01R0001_00251	lua:D4A81_00845	368	360	360	81.1	97.8	4.26e-217	602	725.7	0.83
Unknown_BF302-01R0001_00251	cpy:Cphy_3383	368	387	367	79.6	99.7	6.03e-212	590	776.9	0.759
Unknown_BF302-01R0001_00251	bprl:CL2_11040	368	360	359	81.3	97.6	2.24e-212	590	728.4	0.81
Unknown_BF302-01R0001_00252	ere:EUBREC_1876	562	562	562	99.3	100	0.0	1107	1122.1	0.987
Unknown_BF302-01R0001_00253	ere:EUBREC_1877	559	559	559	100	100	0.0	1102	1113.2	0.99
Unknown_BF302-01R0001_00253	eel:EUBELI_00762	559	557	551	93.1	98.6	0.0	1010	1098.6	0.919
Unknown_BF302-01R0001_00253	rho:RHOM_06225	559	557	557	90.1	99.6	0.0	1003	1109.4	0.904
Unknown_BF302-01R0001_00253	pxv:FXF36_01495	559	556	554	91.0	99.1	0.0	996	1105.5	0.901
Unknown_BF302-01R0001_00253	coo:CCU_06710	559	556	554	85.9	99.1	0.0	957	1107.0	0.864
Unknown_BF302-01R0001_00253	rob:CK5_23570	559	557	554	84.7	99.1	0.0	944	1107.4	0.852
Unknown_BF302-01R0001_00253	rto:RTO_20060	559	557	554	81.8	99.1	0.0	915	1109.7	0.825
Unknown_BF302-01R0001_00253	cbol:CGC65_04635	559	554	551	82.2	98.6	0.0	913	1100.9	0.829
Unknown_BF302-01R0001_00253	ehl:EHLA_1868	559	557	551	80.8	98.6	0.0	892	1113.2	0.801
Unknown_BF302-01R0001_00253	hsd:SD1D_1861	559	569	554	79.6	99.1	0.0	882	1129.8	0.781
Unknown_BF302-01R0001_00253	cpy:Cphy_3348	559	557	554	79.8	99.1	0.0	881	1104.0	0.798
Unknown_BF302-01R0001_00254	ere:EUBREC_1878	366	366	366	99.7	100	3.73e-260	711	719.5	0.988
Unknown_BF302-01R0001_00254	rho:RHOM_06220	366	366	366	88.8	100	1.59e-229	634	722.6	0.877
Unknown_BF302-01R0001_00254	pxv:FXF36_01500	366	363	366	84.4	100	2.54e-216	600	712.6	0.842
Unknown_BF302-01R0001_00254	ral:Rumal_1042	366	360	366	80.9	100	5.98e-205	571	708.0	0.806
Unknown_BF302-01R0001_00255	ere:EUBREC_1879	103	103	103	99.0	100	4.84e-65	196	203.4	0.964
Unknown_BF302-01R0001_00256	ere:EUBREC_1880	380	380	380	100	100	4.94e-288	783	780.8	1
Unknown_BF302-01R0001_00256	rho:RHOM_06200	380	383	373	87.7	98.2	2.99e-251	690	787.7	0.876
Unknown_BF302-01R0001_00256	pxv:FXF36_12980	380	378	376	85.9	98.9	1.60e-247	680	775.4	0.877
Unknown_BF302-01R0001_00256	rob:CK5_23540	380	380	379	83.4	99.7	8.31e-239	658	781.2	0.842
Unknown_BF302-01R0001_00256	rto:RTO_20030	380	375	373	83.6	98.2	3.27e-237	654	770.8	0.848
Unknown_BF302-01R0001_00256	csh:Closa_0602	380	391	377	79.8	99.2	2.98e-230	637	807.7	0.789
Unknown_BF302-01R0001_00256	ehl:EHLA_1797	380	380	376	79.3	98.9	1.09e-227	630	788.1	0.799
Unknown_BF302-01R0001_00256	cbol:CGC65_26235	380	386	372	79.8	97.9	1.36e-227	630	792.3	0.795
Unknown_BF302-01R0001_00256	cbar:PATL70BA_3010	380	375	371	78.7	97.6	2.13e-226	627	773.1	0.811
Unknown_BF302-01R0001_00257	cpy:Cphy_2350	645	583	585	58.6	90.7	1.31e-264	743	1252.3	0.593
Unknown_BF302-01R0001_00257	lua:D4A81_06695	645	584	585	57.3	90.7	1.11e-263	741	1248.8	0.593
Unknown_BF302-01R0001_00258	ere:EUBREC_1882	367	367	367	98.1	100	2.43e-261	714	734.9	0.972
Unknown_BF302-01R0001_00260	ere:EUBREC_1884	287	287	287	98.3	100	1.70e-198	548	563.9	0.972
Unknown_BF302-01R0001_00261	ere:EUBREC_1885	516	517	517	98.1	100	0.0	957	1040.8	0.919
Unknown_BF302-01R0001_00266	rix:RO1_25350	241	252	241	58.5	100	9.37e-97	288	505.0	0.57
Unknown_BF302-01R0001_00266	ere:EUBREC_1348	241	265	241	54.4	100	2.24e-93	280	531.2	0.527
Unknown_BF302-01R0001_00267	ere:EUBREC_1890	417	421	417	100	100	3.97e-316	857	865.5	0.99
Unknown_BF302-01R0001_00267	pxv:FXF36_12995	417	409	410	81.5	98.3	5.11e-252	694	837.0	0.829
Unknown_BF302-01R0001_00270	ere:EUBREC_1893	557	557	557	100	100	0.0	1099	1102.0	0.997
Unknown_BF302-01R0001_00270	rho:RHOM_05485	557	557	557	83.3	100	0.0	939	1105.5	0.849
Unknown_BF302-01R0001_00272	ere:EUBREC_1895	143	143	143	100	100	1.06e-96	279	279.6	0.998
Unknown_BF302-01R0001_00272	rho:RHOM_05475	143	138	134	82.1	93.7	3.43e-76	227	271.9	0.835
Unknown_BF302-01R0001_00274	ere:EUBREC_1897	434	434	434	99.1	100	6.16e-314	853	867.8	0.983
Unknown_BF302-01R0001_00275	bpb:bpr_I2619	80	76	76	80.3	95.0	2.40e-38	127	151.0	0.841
Unknown_BF302-01R0001_00275	anr:Ana3638_15030	80	77	77	75.3	96.3	2.37e-36	122	151.0	0.808
Unknown_BF302-01R0001_00275	pxv:FXF36_13030	80	76	76	76.3	95.0	6.61e-36	120	149.4	0.803
Unknown_BF302-01R0001_00275	eel:EUBELI_01159	80	77	77	76.6	96.3	6.80e-36	120	151.4	0.793
Unknown_BF302-01R0001_00275	bprm:CL3_19970	80	77	77	75.3	96.3	2.77e-35	119	149.4	0.797
Unknown_BF302-01R0001_00275	lua:D4A81_02675	80	77	76	75.0	95.0	1.13e-34	117	150.2	0.779
Unknown_BF302-01R0001_00275	cpy:Cphy_2300	80	77	77	74.0	96.3	1.60e-34	117	151.4	0.773
Unknown_BF302-01R0001_00275	cbol:CGC65_06145	80	77	76	75.0	95.0	1.60e-34	117	150.6	0.777
Unknown_BF302-01R0001_00275	rto:RTO_15540	80	77	76	75.0	95.0	6.54e-34	115	151.0	0.762
Unknown_BF302-01R0001_00275	coo:CCU_00670	80	77	77	72.7	96.3	1.32e-33	115	151.4	0.76
Unknown_BF302-01R0001_00275	bprs:CK3_33570	80	78	77	75.3	96.3	1.36e-33	115	154.1	0.746
Unknown_BF302-01R0001_00275	cct:CC1_23680	80	77	77	70.1	96.3	1.09e-32	112	153.3	0.731
Unknown_BF302-01R0001_00275	rob:CK5_21820	80	78	78	70.5	96.3	1.30e-31	110	153.7	0.716
Unknown_BF302-01R0001_00275	cbar:PATL70BA_3420	80	77	77	66.2	96.3	1.80e-31	109	148.3	0.735
Unknown_BF302-01R0001_00275	lbw:C3V36_02825	80	78	77	66.2	96.3	5.31e-31	108	152.1	0.71
Unknown_BF302-01R0001_00275	vgu:HYG85_19615	80	77	77	64.9	96.3	1.48e-30	107	151.0	0.709
Unknown_BF302-01R0001_00276	ere:EUBREC_1900	394	394	394	99.7	100	2.10e-287	782	789.3	0.991
Unknown_BF302-01R0001_00277	ere:EUBREC_1901	384	384	384	99.2	100	1.38e-271	741	752.3	0.985
Unknown_BF302-01R0001_00278	ere:EUBREC_1902	246	246	246	98.4	100	3.52e-166	463	477.6	0.969
Unknown_BF302-01R0001_00279	ere:EUBREC_1903	323	323	323	99.1	100	1.63e-230	632	646.7	0.977
Unknown_BF302-01R0001_00279	rho:RHOM_05440	323	328	326	80.7	99.1	8.14e-191	532	661.4	0.804
Unknown_BF302-01R0001_00280	rho:RHOM_04985	389	397	397	69.0	100	1.16e-165	474	814.3	0.582
Unknown_BF302-01R0001_00280	rob:CK5_21770	389	393	393	63.1	99.7	2.16e-150	435	807.0	0.539
Unknown_BF302-01R0001_00280	pxv:FXF36_11575	389	388	403	58.3	100	8.05e-142	413	789.6	0.523
Unknown_BF302-01R0001_00280	hsd:SD1D_1036	389	380	379	59.9	97.2	7.59e-138	403	777.3	0.518
Unknown_BF302-01R0001_00280	anr:Ana3638_15000	389	381	355	61.7	91.3	2.24e-137	402	781.2	0.515
Unknown_BF302-01R0001_00281	ere:EUBREC_1906	632	633	633	98.9	100	0.0	1138	1222.2	0.931
Unknown_BF302-01R0001_00281	rho:RHOM_04980	632	628	632	91.9	100	0.0	1061	1216.4	0.872
Unknown_BF302-01R0001_00281	bprm:CL3_34360	632	629	632	83.9	100	0.0	998	1214.5	0.822
Unknown_BF302-01R0001_00281	pxv:FXF36_11570	632	631	632	84.7	100	0.0	989	1218.4	0.812
Unknown_BF302-01R0001_00281	cbol:CGC65_17740	632	620	632	83.1	100	0.0	985	1198.3	0.822
Unknown_BF302-01R0001_00281	csh:Closa_0882	632	620	632	81.8	100	0.0	980	1199.9	0.817
Unknown_BF302-01R0001_00281	rob:CK5_21760	632	625	632	84.3	100	0.0	979	1208.4	0.81
Unknown_BF302-01R0001_00281	cpy:Cphy_2311	632	620	632	81.5	100	0.0	974	1200.3	0.811
Unknown_BF302-01R0001_00281	anr:Ana3638_14995	632	619	632	82.0	100	0.0	972	1194.9	0.813
Unknown_BF302-01R0001_00281	bprs:CK3_33800	632	625	632	82.4	100	0.0	971	1203.7	0.807
Unknown_BF302-01R0001_00281	rto:RTO_15240	632	623	632	84.0	100	0.0	963	1200.3	0.802
Unknown_BF302-01R0001_00281	lua:D4A81_12815	632	622	632	81.2	100	0.0	962	1197.6	0.803
Unknown_BF302-01R0001_00281	eel:EUBELI_01360	632	628	632	82.6	100	0.0	962	1216.8	0.791
Unknown_BF302-01R0001_00281	bprl:CL2_31310	632	619	636	81.0	100	0.0	956	1193.3	0.801
Unknown_BF302-01R0001_00281	bpb:bpr_I2625	632	627	632	81.2	100	0.0	951	1219.9	0.78
Unknown_BF302-01R0001_00281	hsd:SD1D_1035	632	619	632	80.1	100	0.0	949	1193.7	0.795
Unknown_BF302-01R0001_00281	ehl:EHLA_1811	632	621	632	79.9	100	0.0	945	1203.0	0.786
Unknown_BF302-01R0001_00282	ere:EUBREC_1908	213	221	221	91.0	100	4.01e-121	347	436.0	0.796
Unknown_BF302-01R0001_00283	ere:EUBREC_1909	360	360	360	99.7	100	2.02e-245	673	696.4	0.966
Unknown_BF302-01R0001_00289	euc:EC1_09500	374	372	371	65.5	99.2	3.77e-178	504	751.5	0.671
Unknown_BF302-01R0001_00289	coo:CCU_04800	374	372	371	65.2	99.2	1.53e-177	503	751.1	0.67
Unknown_BF302-01R0001_00290	byl:A4V09_07105	655	655	655	57.7	100	4.58e-271	763	1322.8	0.577
Unknown_BF302-01R0001_00290	euc:EC1_09510	655	658	660	58.0	99.8	5.10e-271	763	1330.5	0.573
Unknown_BF302-01R0001_00290	coo:CCU_04790	655	613	608	57.6	92.4	5.84e-249	705	1239.6	0.569
Unknown_BF302-01R0001_00314	rho:RHOM_10540	881	626	622	76.2	70.6	0.0	942	1252.7	0.752
Unknown_BF302-01R0001_00314	cbol:CGC65_30265	881	626	622	76.2	70.6	0.0	942	1253.0	0.752
Unknown_BF302-01R0001_00314	pfaa:MM59RIKEN_26350	881	626	622	75.7	70.6	0.0	937	1253.4	0.748
Unknown_BF302-01R0001_00314	rto:RTO_11740	881	626	622	75.7	70.6	0.0	936	1252.7	0.747
Unknown_BF302-01R0001_00314	rho:RHOM_15590	881	626	622	75.2	70.6	0.0	933	1253.0	0.745
Unknown_BF302-01R0001_00314	sij:SCIP_0611	881	628	623	71.4	70.6	0.0	902	1265.0	0.713
Unknown_BF302-01R0001_00323	coo:CCU_04020	267	270	260	91.5	97.4	4.11e-183	508	573.2	0.886
Unknown_BF302-01R0001_00327	coo:CCU_03990	386	386	386	74.4	100	2.04e-212	592	769.2	0.77
Unknown_BF302-01R0001_00331	ral:Rumal_1386	453	425	424	58.3	92.5	7.50e-173	496	859.0	0.577
Unknown_BF302-01R0001_00334	rgn:RGna_01790	305	302	298	76.2	97.7	1.03e-166	469	605.1	0.775
Unknown_BF302-01R0001_00334	euc:EC1_09950	305	281	267	75.3	87.5	4.01e-145	414	560.8	0.738
Unknown_BF302-01R0001_00334	byl:A4V09_07390	305	270	270	72.6	88.5	2.00e-140	402	541.2	0.743
Unknown_BF302-01R0001_00340	mmp:MMP0802	396	389	396	60.9	100	3.85e-159	457	784.6	0.582
Unknown_BF302-01R0001_00340	dsy:DSY2755	396	401	395	58.5	99.5	2.41e-153	443	807.0	0.549
Unknown_BF302-01R0001_00340	dho:Dia5BBH33_05480	396	393	394	59.9	99.5	4.24e-152	440	797.0	0.552
Unknown_BF302-01R0001_00340	med:MELS_0410	396	389	396	58.6	100	1.49e-151	438	781.9	0.56
Unknown_BF302-01R0001_00340	rho:RHOM_16595	396	390	397	57.7	100	3.11e-151	437	784.3	0.557
Unknown_BF302-01R0001_00340	abut:Ami103574_05030	396	390	397	56.9	100	3.36e-148	430	783.1	0.549
Unknown_BF302-01R0001_00340	mas:Mahau_2786	396	394	397	55.9	100	1.94e-143	418	790.4	0.529
Unknown_BF302-01R0001_00340	ttm:Tthe_0864	396	390	397	55.9	100	3.40e-143	417	781.6	0.534
Unknown_BF302-01R0001_00340	eel:EUBELI_01490	396	392	395	52.9	99.5	7.34e-138	404	792.3	0.51
Unknown_BF302-01R0001_00340	afn:Acfer_0053	396	390	394	53.8	99.5	7.88e-137	401	772.7	0.519
Unknown_BF302-01R0001_00340	bhc:JFL75_12690	396	390	397	52.4	100	1.58e-131	387	772.7	0.501
Unknown_BF302-01R0001_00342	bpb:bpr_I2095	809	806	804	65.7	99.3	0.0	1107	1611.3	0.687
Unknown_BF302-01R0001_00342	rob:CK5_19840	809	820	811	65.1	100	0.0	1096	1648.6	0.665
Unknown_BF302-01R0001_00342	lua:D4A81_01975	809	864	856	55.0	99.1	0.0	963	1714.9	0.562
Unknown_BF302-01R0001_00342	pxv:FXF36_14315	809	786	809	59.8	99.6	0.0	949	1575.1	0.603
Unknown_BF302-01R0001_00342	ssb:SSUBM407_1992	809	799	806	55.2	99.3	0.0	907	1581.6	0.573
Unknown_BF302-01R0001_00342	sper:EW093_11345	809	806	805	55.0	99.3	0.0	895	1609.3	0.556
Unknown_BF302-01R0001_00351	ere:EUBREC_1912	502	531	502	96.4	100	0.0	943	1084.7	0.869
Unknown_BF302-01R0001_00352	ere:EUBREC_1913	684	684	684	98.1	100	0.0	1324	1357.0	0.976
Unknown_BF302-01R0001_00353	ere:EUBREC_1914	243	247	243	98.8	100	2.21e-173	481	494.6	0.973
Unknown_BF302-01R0001_00354	ere:EUBREC_1915	380	380	380	95.8	100	8.16e-262	716	749.6	0.955
Unknown_BF302-01R0001_00355	ere:EUBREC_1916	258	258	258	98.1	100	2.80e-178	495	507.3	0.976
Unknown_BF302-01R0001_00356	ere:EUBREC_1917	382	382	382	98.7	100	1.01e-272	744	759.6	0.979
Unknown_BF302-01R0001_00357	ere:EUBREC_1918	213	213	213	99.5	100	7.21e-145	407	412.9	0.986
Unknown_BF302-01R0001_00358	ere:EUBREC_1919	353	353	353	98.0	100	6.16e-257	702	714.1	0.983
Unknown_BF302-01R0001_00359	ere:EUBREC_1920	330	330	330	98.5	100	9.02e-227	624	646.4	0.965
Unknown_BF302-01R0001_00360	ere:EUBREC_1921	224	222	222	95.0	99.1	4.37e-160	446	462.6	0.964
Unknown_BF302-01R0001_00361	ere:EUBREC_1922	148	148	148	98.6	100	4.26e-103	296	300.8	0.984
Unknown_BF302-01R0001_00362	ere:EUBREC_1923	254	242	242	98.3	95.3	2.65e-169	471	492.7	0.956
Unknown_BF302-01R0001_00363	ere:EUBREC_1924	208	208	208	95.2	100	7.72e-133	376	406.0	0.926
Unknown_BF302-01R0001_00364	ere:EUBREC_1925	363	363	363	97.5	100	2.00e-242	666	698.4	0.954
Unknown_BF302-01R0001_00365	ere:EUBREC_1926	501	501	501	99.6	100	0.0	986	995.0	0.991
Unknown_BF302-01R0001_00366	ere:EUBREC_1927	375	375	375	98.1	100	6.73e-263	719	734.9	0.978
Unknown_BF302-01R0001_00367	ere:EUBREC_1928	338	338	338	100	100	1.03e-220	609	648.7	0.939
Unknown_BF302-01R0001_00368	ere:EUBREC_1929	393	401	392	99.2	99.7	1.20e-283	773	803.1	0.963
Unknown_BF302-01R0001_00370	ere:EUBREC_1931	403	403	403	99.5	100	7.22e-279	761	792.3	0.96
Unknown_BF302-01R0001_00371	ere:EUBREC_1933	511	511	511	98.8	100	0.0	1001	1026.5	0.975
Unknown_BF302-01R0001_00372	ere:EUBREC_1934	295	278	278	99.6	94.2	4.70e-205	565	567.4	0.996
Unknown_BF302-01R0001_00373	ere:EUBREC_1935	696	718	696	100	100	0.0	1355	1417.9	0.956
Unknown_BF302-01R0001_00373	rho:RHOM_08460	696	697	693	88.3	99.6	0.0	1214	1370.9	0.886
Unknown_BF302-01R0001_00373	pxv:FXF36_12190	696	693	690	83.9	99.1	0.0	1148	1377.5	0.833
Unknown_BF302-01R0001_00373	eel:EUBELI_00900	696	723	692	81.6	99.4	0.0	1126	1437.6	0.783
Unknown_BF302-01R0001_00373	rob:CK5_29780	696	697	696	80.0	100	0.0	1095	1377.1	0.795
Unknown_BF302-01R0001_00373	bpb:bpr_I0975	696	696	696	78.4	100	0.0	1094	1377.5	0.794
Unknown_BF302-01R0001_00374	ere:EUBREC_1936	88	88	88	100	100	1.15e-56	174	174.9	0.995
Unknown_BF302-01R0001_00374	rho:RHOM_08465	88	88	88	83.0	100	9.90e-49	154	175.6	0.877
Unknown_BF302-01R0001_00374	rto:RTO_19560	88	88	88	83.0	100	5.74e-48	152	174.9	0.869
Unknown_BF302-01R0001_00374	bprs:CK3_16970	88	88	88	79.5	100	1.30e-44	143	174.1	0.821
Unknown_BF302-01R0001_00374	pxv:FXF36_12185	88	88	88	79.5	100	2.63e-44	142	174.9	0.812
Unknown_BF302-01R0001_00374	bprm:CL3_34270	88	88	88	78.4	100	5.31e-44	142	174.9	0.812
Unknown_BF302-01R0001_00374	cbol:CGC65_11000	88	88	88	77.3	100	1.52e-43	140	176.4	0.794
Unknown_BF302-01R0001_00374	hsd:SD1D_0919	88	88	88	77.3	100	2.16e-43	140	174.5	0.802
Unknown_BF302-01R0001_00374	anr:Ana3638_16250	88	88	88	78.4	100	2.16e-43	140	174.9	0.8
Unknown_BF302-01R0001_00375	ere:EUBREC_1937	399	403	406	88.7	100	9.73e-237	655	782.3	0.837
Unknown_BF302-01R0001_00376	ere:EUBREC_1939	309	309	309	100	100	1.84e-229	629	629.0	1.0
Unknown_BF302-01R0001_00377	ere:EUBREC_1940	299	299	299	98.3	100	3.12e-216	594	600.9	0.989
Unknown_BF302-01R0001_00378	ere:EUBREC_1941	315	315	315	98.4	100	4.66e-226	620	633.3	0.979
Unknown_BF302-01R0001_00379	ere:EUBREC_1942	121	121	121	100	100	6.84e-78	230	233.0	0.987
Unknown_BF302-01R0001_00379	rho:RHOM_08490	121	131	118	82.2	97.5	1.38e-61	189	256.5	0.737
Unknown_BF302-01R0001_00379	rto:RTO_19520	121	124	120	77.5	99.2	4.47e-61	187	241.1	0.776
Unknown_BF302-01R0001_00379	eel:EUBELI_00895	121	130	117	80.3	96.7	1.55e-60	186	255.0	0.729
Unknown_BF302-01R0001_00380	ere:EUBREC_1943	933	942	938	96.8	100	0.0	1484	1854.0	0.8
Unknown_BF302-01R0001_00382	ere:EUBREC_1945	90	90	90	100	100	2.69e-56	173	181.0	0.956
Unknown_BF302-01R0001_00383	ere:EUBREC_1946	414	414	414	97.1	100	7.86e-268	734	806.6	0.91
Unknown_BF302-01R0001_00383	rho:RHOM_08510	414	413	356	85.1	86.0	8.09e-212	593	807.4	0.734
Unknown_BF302-01R0001_00384	ere:EUBREC_1947	155	155	155	99.4	100	1.11e-106	305	310.8	0.981
Unknown_BF302-01R0001_00386	ere:EUBREC_1949	338	353	338	100	100	3.49e-259	707	735.7	0.961
Unknown_BF302-01R0001_00386	rho:RHOM_08525	338	338	338	92.0	100	2.64e-239	656	708.0	0.927
Unknown_BF302-01R0001_00386	pxv:FXF36_11925	338	338	337	87.2	99.7	1.38e-225	621	701.8	0.885
Unknown_BF302-01R0001_00386	rob:CK5_34680	338	338	338	83.7	100	1.91e-216	598	691.8	0.864
Unknown_BF302-01R0001_00386	bpb:bpr_I0192	338	338	338	82.0	100	3.22e-208	577	698.4	0.826
Unknown_BF302-01R0001_00388	ere:EUBREC_1951	118	118	118	100	100	2.07e-73	218	228.4	0.954
Unknown_BF302-01R0001_00388	rho:RHOM_08095	118	118	118	86.4	100	2.92e-64	195	228.8	0.852
Unknown_BF302-01R0001_00388	csh:Closa_2294	118	118	118	86.4	100	4.15e-64	195	229.6	0.849
Unknown_BF302-01R0001_00388	lua:D4A81_05940	118	118	118	86.4	100	5.89e-64	194	226.5	0.857
Unknown_BF302-01R0001_00388	pxv:FXF36_11920	118	119	118	86.4	100	8.64e-64	194	230.3	0.842
Unknown_BF302-01R0001_00388	cbol:CGC65_20240	118	118	118	84.7	100	8.37e-64	194	228.0	0.851
Unknown_BF302-01R0001_00388	eel:EUBELI_20496	118	118	118	85.6	100	1.19e-63	194	228.8	0.848
Unknown_BF302-01R0001_00388	bprs:CK3_29710	118	118	118	85.6	100	1.39e-62	191	228.8	0.835
Unknown_BF302-01R0001_00388	ehl:EHLA_1041	118	118	118	83.9	100	2.80e-62	190	227.6	0.835
Unknown_BF302-01R0001_00388	rob:CK5_17670	118	118	118	82.2	100	2.30e-61	188	228.0	0.825
Unknown_BF302-01R0001_00388	rto:RTO_18830	118	118	118	83.1	100	2.30e-61	188	228.4	0.823
Unknown_BF302-01R0001_00388	cpy:Cphy_0449	118	118	118	83.1	100	9.37e-61	186	226.9	0.82
Unknown_BF302-01R0001_00388	coo:CCU_11680	118	118	117	81.2	99.2	1.89e-60	186	228.0	0.816
Unknown_BF302-01R0001_00388	bprl:CL2_27930	118	118	118	79.7	100	1.55e-59	183	229.9	0.796
Unknown_BF302-01R0001_00388	hsd:SD1D_2102	118	118	118	78.8	100	5.19e-58	179	227.6	0.786
Unknown_BF302-01R0001_00388	anr:Ana3638_08090	118	118	118	78.0	100	7.37e-58	179	227.6	0.786
