QUERY	KO	BRITE	CAZY	COG	DISEASE	DRUG	ENZYME	GO	MODULE	NETWORK	PATHWAY	PUBMED	RCLASS	REACTION	TC	VP	DESCRIPTION
Unknown_BF302-01R0002_00111	K23753	br:ko00001;br:ko01000	NA	NA	NA	NA	ec:2.7.4.33	NA	NA	NA	NA	NA	NA	NA	NA	NA	ppk2, pap; AMP-polyphosphate phosphotransferase
Unknown_BF302-01R0002_00113	K00847	br:ko00001;br:ko01000	NA	cog:COG0524	NA	NA	ec:2.7.1.4	go:0008865	NA	NA	path:ko00051;path:ko00500;path:ko00520;path:ko01100;path:ko01110;path:ko01250;path:map00051;path:map00500;path:map00520;path:map01100;path:map01110;path:map01250	pmid:12475618	rc:RC00002;rc:RC00017	rn:R00760;rn:R00867;rn:R03920	NA	NA	E2.7.1.4, scrK; fructokinase
Unknown_BF302-01R0002_00115	K01759	br:ko00001;br:ko01000	NA	cog:COG0346	NA	NA	ec:4.4.1.5	go:0004462	NA	NA	path:ko00620;path:ko01100;path:map00620;path:map01100	pmid:8824231	rc:RC00004;rc:RC00740	rn:R02530	NA	NA	GLO1, gloA; lactoylglutathione lyase
Unknown_BF302-01R0002_00116	K00008	br:ko00001;br:ko01000	NA	cog:COG1063	NA	NA	ec:1.1.1.14	go:0003939	md:M00014	NA	path:ko00040;path:ko00051;path:ko01100;path:map00040;path:map00051;path:map01100	pmid:1460002;pmid:7782086;pmid:8195086	rc:RC00085;rc:RC00102	rn:R00875;rn:R01896	NA	NA	SORD, gutB; L-iditol 2-dehydrogenase
Unknown_BF302-01R0002_00118	K02004	br:ko00001;br:ko02000	NA	cog:COG0577;cog:COG3127	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	tc:3.A.1	NA	ABC.CD.P; putative ABC transport system permease protein
Unknown_BF302-01R0002_00119	K02003	br:ko00001;br:ko02000	NA	cog:COG1136;cog:COG4181	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	tc:3.A.1	NA	ABC.CD.A; putative ABC transport system ATP-binding protein
Unknown_BF302-01R0002_00120	K07652	br:ko00001;br:ko01000;br:ko01001;br:ko02022	NA	cog:COG5002	NA	NA	ec:2.7.13.3	go:0000155	NA	NA	path:ko02020;path:map02020	pmid:17827301	NA	NA	NA	NA	vicK; two-component system, OmpR family, sensor histidine kinase VicK
Unknown_BF302-01R0002_00121	K07668	br:ko00001;br:ko02022	NA	cog:COG0745	NA	NA	NA	go:0000156	NA	NA	path:ko02020;path:map02020	pmid:17827301	NA	NA	NA	NA	vicR; two-component system, OmpR family, response regulator VicR
Unknown_BF302-01R0002_00123	K06400	br:ko00001	NA	cog:COG1961	NA	NA	NA	NA	NA	NA	NA	pmid:8655528	NA	NA	NA	NA	spoIVCA; site-specific DNA recombinase
Unknown_BF302-01R0002_00124	K02171	br:ko00001;br:ko01504;br:ko03000	NA	cog:COG3682	NA	NA	NA	NA	md:M00627	NA	path:ko01501;path:map01501	pmid:14568532;pmid:22438804	NA	NA	NA	NA	blaI; BlaI family transcriptional regulator, penicillinase repressor
Unknown_BF302-01R0002_00125	K02172	br:ko00001;br:ko01002;br:ko01504	NA	cog:COG2602;cog:COG4219	NA	NA	NA	NA	md:M00627	NA	path:ko01501;path:map01501	NA	NA	NA	NA	NA	blaR1; bla regulator protein blaR1
Unknown_BF302-01R0002_00132	K21467	br:ko00001;br:ko01011	NA	cog:COG0768	NA	NA	NA	go:0008658	NA	NA	NA	pmid:8830698	NA	NA	NA	NA	pbpC; penicillin-binding protein 3
Unknown_BF302-01R0002_00150	K01607	br:ko00001;br:ko01000	NA	cog:COG0599	NA	NA	ec:4.1.1.44	go:0047575	NA	NA	path:ko00362;path:ko01100;path:ko01120;path:ko01220;path:map00362;path:map01100;path:map01120;path:map01220	pmid:8063101	rc:RC00938	rn:R03470	NA	NA	pcaC; 4-carboxymuconolactone decarboxylase
Unknown_BF302-01R0002_00155	K04763	br:ko00001;br:ko03036	NA	cog:COG4974	NA	NA	NA	NA	NA	NA	NA	pmid:7744017	NA	NA	NA	NA	xerD; integrase/recombinase XerD
Unknown_BF302-01R0002_00156	K03722	br:ko00001;br:ko01000;br:ko03400	NA	cog:COG1199	NA	NA	ec:5.6.2.3	NA	NA	NA	NA	pmid:8385320	NA	NA	NA	NA	dinG; ATP-dependent DNA helicase DinG
Unknown_BF302-01R0002_00161	K03709	br:ko00001;br:ko03000	NA	cog:COG1321	NA	NA	NA	NA	NA	NA	NA	pmid:15634975;pmid:18761626	NA	NA	NA	NA	troR; DtxR family transcriptional regulator, Mn-dependent transcriptional regulator
Unknown_BF302-01R0002_00162	K01552	br:ko00001;br:ko02000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ecfA; energy-coupling factor transport system ATP-binding protein
Unknown_BF302-01R0002_00163	K16785	br:ko00001;br:ko02000	NA	cog:COG0619	NA	NA	NA	NA	NA	NA	path:ko02010;path:map02010	pmid:16291685;pmid:18931129	NA	NA	tc:3.A.1.25;tc:3.A.1.26;tc:3.A.1.28;tc:3.A.1.29;tc:3.A.1.30;tc:3.A.1.31;tc:3.A.1.32;tc:3.A.1.33	NA	ecfT; energy-coupling factor transport system permease protein
Unknown_BF302-01R0002_00164	K16926	br:ko00001;br:ko02000	NA	NA	NA	NA	NA	NA	NA	NA	NA	pmid:18931129	NA	NA	tc:3.A.1.31	NA	htsT; energy-coupling factor transport system substrate-specific component
Unknown_BF302-01R0002_00165	K14699	br:ko00001;br:ko02000	NA	cog:COG1132	NA	NA	NA	NA	NA	NA	path:ko02010;path:map02010	pmid:10231486;pmid:16385031;pmid:19948799	NA	NA	tc:3.A.1.21.1;tc:3.A.1.21.2	NA	irtB, ybtQ; ATP-binding cassette, subfamily B, bacterial IrtB/YbtQ
Unknown_BF302-01R0002_00166	K14698	br:ko00001;br:ko02000	NA	cog:COG1132;cog:COG2375	NA	NA	NA	NA	NA	NA	path:ko02010;path:map02010	pmid:10231486;pmid:16385031;pmid:19948799	NA	NA	tc:3.A.1.21.1;tc:3.A.1.21.2	NA	irtA, ybtP; ATP-binding cassette, subfamily B, bacterial IrtA/YbtP
Unknown_BF302-01R0002_00175	K03205	br:ko00001;br:ko01000;br:ko02044	NA	cog:COG3451	NA	NA	ec:7.4.2.8	go:0008564	NA	NA	path:ko03070;path:map03070	pmid:3021341	NA	NA	tc:3.A.7	NA	virD4, lvhD4; type IV secretion system protein VirD4
Unknown_BF302-01R0002_00184	K00571	br:ko00001;br:ko01000;br:ko02048	NA	cog:COG0827;cog:COG0863	NA	NA	ec:2.1.1.72	go:0009007	NA	NA	NA	pmid:7959067	NA	NA	NA	NA	E2.1.1.72; site-specific DNA-methyltransferase (adenine-specific)
Unknown_BF302-01R0002_00187	K00789	br:ko00001;br:ko01000	NA	cog:COG0192;cog:COG1812	ds:H00184	NA	ec:2.5.1.6	go:0004478	md:M00034;md:M00035;md:M00368;md:M00609	NA	path:ko00270;path:ko00999;path:ko01100;path:ko01110;path:ko01230;path:ko01240;path:map00270;path:map00999;path:map01100;path:map01110;path:map01230;path:map01240	pmid:10644686;pmid:1696256	rc:RC00021;rc:RC01211	rn:R00177;rn:R04771	NA	NA	metK, MAT; S-adenosylmethionine synthetase
Unknown_BF302-01R0002_00188	K08600	br:ko00001;br:ko01000;br:ko01002;br:ko01011	NA	cog:COG4509	NA	NA	ec:3.4.22.71	NA	NA	NA	NA	pmid:14725770	NA	NA	NA	NA	srtB; sortase B
Unknown_BF302-01R0002_00189	K00682	br:ko00001;br:ko01000	NA	NA	NA	NA	ec:4.3.2.9	go:0003839	NA	NA	path:ko00480;path:ko01100;path:map00480;path:map01100	pmid:18515354	rc:RC00064;rc:RC00777	rn:R02743;rn:R03749	NA	NA	GGCT; gamma-glutamylcyclotransferase
Unknown_BF302-01R0002_00192	K00558	br:ko00001;br:ko01000;br:ko02048;br:ko03000;br:ko03032;br:ko03036	NA	cog:COG0270	ds:H00265	dr:D03021;dr:D03665;dr:D11740	ec:2.1.1.37	go:0003886	md:M00035	NA	path:ko00270;path:ko01100;path:ko05206;path:map00270;path:map01100;path:map05206	pmid:15689527;pmid:18754681;pmid:22150247	rc:RC00003;rc:RC00332	rn:R04858	NA	NA	DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1
Unknown_BF302-01R0002_00194	K18640	br:ko00001;br:ko04812	NA	NA	NA	NA	NA	NA	NA	NA	NA	pmid:12486014;pmid:3172224	NA	NA	NA	NA	parM, stbA; plasmid segregation protein ParM
Unknown_BF302-01R0002_00206	K04763	br:ko00001;br:ko03036	NA	cog:COG4974	NA	NA	NA	NA	NA	NA	NA	pmid:7744017	NA	NA	NA	NA	xerD; integrase/recombinase XerD
Unknown_BF302-01R0002_00207	K03722	br:ko00001;br:ko01000;br:ko03400	NA	cog:COG1199	NA	NA	ec:5.6.2.3	NA	NA	NA	NA	pmid:8385320	NA	NA	NA	NA	dinG; ATP-dependent DNA helicase DinG
Unknown_BF302-01R0002_00224	K03205	br:ko00001;br:ko01000;br:ko02044	NA	cog:COG3451	NA	NA	ec:7.4.2.8	go:0008564	NA	NA	path:ko03070;path:map03070	pmid:3021341	NA	NA	tc:3.A.7	NA	virD4, lvhD4; type IV secretion system protein VirD4
Unknown_BF302-01R0002_00233	K00571	br:ko00001;br:ko01000;br:ko02048	NA	cog:COG0827;cog:COG0863	NA	NA	ec:2.1.1.72	go:0009007	NA	NA	NA	pmid:7959067	NA	NA	NA	NA	E2.1.1.72; site-specific DNA-methyltransferase (adenine-specific)
Unknown_BF302-01R0002_00236	K00789	br:ko00001;br:ko01000	NA	cog:COG0192;cog:COG1812	ds:H00184	NA	ec:2.5.1.6	go:0004478	md:M00034;md:M00035;md:M00368;md:M00609	NA	path:ko00270;path:ko00999;path:ko01100;path:ko01110;path:ko01230;path:ko01240;path:map00270;path:map00999;path:map01100;path:map01110;path:map01230;path:map01240	pmid:10644686;pmid:1696256	rc:RC00021;rc:RC01211	rn:R00177;rn:R04771	NA	NA	metK, MAT; S-adenosylmethionine synthetase
Unknown_BF302-01R0002_00240	K00558	br:ko00001;br:ko01000;br:ko02048;br:ko03000;br:ko03032;br:ko03036	NA	cog:COG0270	ds:H00265	dr:D03021;dr:D03665;dr:D11740	ec:2.1.1.37	go:0003886	md:M00035	NA	path:ko00270;path:ko01100;path:ko05206;path:map00270;path:map01100;path:map05206	pmid:15689527;pmid:18754681;pmid:22150247	rc:RC00003;rc:RC00332	rn:R04858	NA	NA	DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1
Unknown_BF302-01R0002_00243	K18640	br:ko00001;br:ko04812	NA	NA	NA	NA	NA	NA	NA	NA	NA	pmid:12486014;pmid:3172224	NA	NA	NA	NA	parM, stbA; plasmid segregation protein ParM
Unknown_BF302-01R0002_00249	K06221	br:ko00001;br:ko01000	NA	cog:COG0656	NA	NA	ec:1.1.1.346	NA	NA	NA	NA	pmid:10427017;pmid:3597405	rc:RC00089	rn:R08878	NA	NA	dkgA; 2,5-diketo-D-gluconate reductase A
Unknown_BF302-01R0002_00254	K06400	br:ko00001	NA	cog:COG1961	NA	NA	NA	NA	NA	NA	NA	pmid:8655528	NA	NA	NA	NA	spoIVCA; site-specific DNA recombinase
Unknown_BF302-01R0002_00260	K01990	br:ko00001;br:ko02000	NA	cog:COG1131;cog:COG1134	NA	NA	NA	NA	NA	NA	NA	pmid:10092453;pmid:10809709;pmid:10978546;pmid:11421281	NA	NA	tc:3.A.1	NA	ABC-2.A; ABC-2 type transport system ATP-binding protein
Unknown_BF302-01R0002_00262	K01992	br:ko00001;br:ko02000	NA	cog:COG0842;cog:COG1277;cog:COG1668;cog:COG1682;cog:COG3694	NA	NA	NA	NA	NA	NA	NA	pmid:10092453;pmid:10809709;pmid:10978546;pmid:11421281	NA	NA	tc:3.A.1	NA	ABC-2.P; ABC-2 type transport system permease protein
Unknown_BF302-01R0002_00263	K20487	br:ko00001;br:ko01000;br:ko01001;br:ko02022	NA	cog:COG0642	NA	NA	ec:2.7.13.3	go:0000155	NA	NA	path:ko02020;path:ko02024;path:map02020;path:map02024	pmid:8161176	NA	NA	NA	NA	nisK, spaK; two-component system, OmpR family, lantibiotic biosynthesis sensor histidine kinase NisK/SpaK
Unknown_BF302-01R0002_00264	K20488	br:ko00001;br:ko02022	NA	cog:COG0745;cog:COG0784	NA	NA	NA	go:0000156	NA	NA	path:ko02020;path:ko02024;path:map02020;path:map02024	pmid:8161176	NA	NA	NA	NA	nisR, spaR; two-component system, OmpR family, lantibiotic biosynthesis response regulator NisR/SpaR
Unknown_BF302-01R0002_00265	K18640	br:ko00001;br:ko04812	NA	NA	NA	NA	NA	NA	NA	NA	NA	pmid:12486014;pmid:3172224	NA	NA	NA	NA	parM, stbA; plasmid segregation protein ParM
Unknown_BF302-01R0002_00268	K02315	br:ko00001;br:ko03032	NA	cog:COG1484	NA	NA	NA	NA	NA	NA	NA	pmid:23562643	NA	NA	NA	NA	dnaC; DNA replication protein DnaC
Unknown_BF302-01R0002_00274	K06400	br:ko00001	NA	cog:COG1961	NA	NA	NA	NA	NA	NA	NA	pmid:8655528	NA	NA	NA	NA	spoIVCA; site-specific DNA recombinase
Unknown_BF302-01R0002_00286	K04759	br:ko00001;br:ko02000	NA	cog:COG0370	NA	NA	NA	NA	NA	NA	NA	pmid:16718600;pmid:16952942;pmid:8407793	NA	NA	tc:9.A.8.1	NA	feoB; ferrous iron transport protein B
Unknown_BF302-01R0002_00287	K04758	br:ko00001;br:ko02000	NA	cog:COG1918	NA	NA	NA	NA	NA	NA	NA	pmid:16718600;pmid:16952942;pmid:8407793	NA	NA	NA	NA	feoA; ferrous iron transport protein A
Unknown_BF302-01R0002_00290	K21600	br:ko00001;br:ko03000	NA	cog:COG1937	NA	NA	NA	NA	NA	NA	NA	pmid:21166899	NA	NA	NA	NA	csoR, ricR; CsoR family transcriptional regulator, copper-sensing transcriptional repressor
Unknown_BF302-01R0002_00291	K01533---K17686	br:ko00001;br:ko01000---br:ko00001;br:ko01000	NA---NA	cog:COG2217---cog:COG2217	NA---ds:H00209;ds:H00210;ds:H00455;ds:H00856;ds:H01859	NA---NA	ec:7.2.2.9---ec:7.2.2.8	go:0004008---go:0043682	NA---NA	NA---NA	NA---path:ko01524;path:ko04016;path:ko04978;path:map01524;path:map04016;path:map04978	pmid:12876283---pmid:12351646;pmid:25967101;pmid:8490659	NA---NA	NA---NA	tc:3.A.3.27;tc:3.A.3.5---tc:3.A.3.27;tc:3.A.3.5	NA---NA	copB; P-type Cu2+ transporter---copA, ctpA, ATP7; P-type Cu+ transporter
Unknown_BF302-01R0002_00293	K01534	br:ko00001;br:ko01000	NA	cog:COG2217	NA	NA	ec:7.2.2.12;ec:7.2.2.21	go:0008551;go:0016463	NA	NA	NA	pmid:16282320;pmid:9405611;pmid:9724772	NA	NA	tc:3.A.3.6	NA	zntA; Zn2+/Cd2+-exporting ATPase
Unknown_BF302-01R0002_00294	K21903	br:ko00001;br:ko03000	NA	cog:COG0640	NA	NA	NA	NA	NA	NA	NA	pmid:11278706;pmid:12407207;pmid:8871549	NA	NA	NA	NA	cadC, smtB; ArsR family transcriptional regulator, lead/cadmium/zinc/bismuth-responsive transcriptional repressor
Unknown_BF302-01R0002_00295	K21903	br:ko00001;br:ko03000	NA	cog:COG0640	NA	NA	NA	NA	NA	NA	NA	pmid:11278706;pmid:12407207;pmid:8871549	NA	NA	NA	NA	cadC, smtB; ArsR family transcriptional regulator, lead/cadmium/zinc/bismuth-responsive transcriptional repressor
Unknown_BF302-01R0002_00307	K03169	br:ko00001;br:ko01000;br:ko03032	NA	cog:COG0550	NA	NA	ec:5.6.2.1	go:0003917	NA	NA	NA	pmid:6326814	NA	NA	NA	NA	topB; DNA topoisomerase III
Unknown_BF302-01R0002_00310	K21471	br:ko00001;br:ko01000;br:ko01002;br:ko01011	NA	cog:COG0791;cog:COG3883	NA	NA	NA	NA	NA	NA	NA	pmid:16233686	NA	NA	NA	NA	cwlO; peptidoglycan DL-endopeptidase CwlO
Unknown_BF302-01R0002_00311	K08600	br:ko00001;br:ko01000;br:ko01002;br:ko01011	NA	cog:COG4509	NA	NA	ec:3.4.22.71	NA	NA	NA	NA	pmid:14725770	NA	NA	NA	NA	srtB; sortase B
Unknown_BF302-01R0002_00313	K00986	br:br01612;br:ko00001;br:ko01000	NA	cog:COG3344	NA	NA	ec:2.7.7.49	go:0003964	NA	NA	NA	NA	NA	NA	NA	NA	ltrA; RNA-directed DNA polymerase
Unknown_BF302-01R0002_00317	K00986	br:br01612;br:ko00001;br:ko01000	NA	cog:COG3344	NA	NA	ec:2.7.7.49	go:0003964	NA	NA	NA	NA	NA	NA	NA	NA	ltrA; RNA-directed DNA polymerase
Unknown_BF302-01R0002_00319	K03205	br:ko00001;br:ko01000;br:ko02044	NA	cog:COG3451	NA	NA	ec:7.4.2.8	go:0008564	NA	NA	path:ko03070;path:map03070	pmid:3021341	NA	NA	tc:3.A.7	NA	virD4, lvhD4; type IV secretion system protein VirD4
Unknown_BF302-01R0002_00329	K03497	br:ko00001;br:ko03000;br:ko03036;br:ko04812	NA	cog:COG1475	NA	NA	NA	NA	NA	NA	NA	pmid:8071208	NA	NA	NA	NA	parB, spo0J; ParB family transcriptional regulator, chromosome partitioning protein
Unknown_BF302-01R0002_00330	K03496	br:ko00001;br:ko03036;br:ko04812	NA	cog:COG1192	NA	NA	NA	NA	NA	NA	NA	pmid:8071208	NA	NA	NA	NA	parA, soj; chromosome partitioning protein
Unknown_BF302-01R0002_00333	K03215	br:ko00001;br:ko01000;br:ko03009	NA	cog:COG2265	NA	NA	ec:2.1.1.190	go:0070041	NA	NA	NA	pmid:15181002	NA	NA	NA	NA	rumA; 23S rRNA (uracil1939-C5)-methyltransferase
Unknown_BF302-01R0002_00335	K03657	br:ko00001;br:ko01000;br:ko03400	NA	cog:COG0210	NA	NA	ec:5.6.2.4	go:0043138	NA	NA	path:ko03420;path:ko03430;path:map03420;path:map03430	pmid:11544244;pmid:22267744;pmid:9701819	NA	NA	NA	NA	uvrD, pcrA; ATP-dependent DNA helicase UvrD/PcrA
Unknown_BF302-01R0002_00338	K07052	br:ko00001;br:ko01002	NA	cog:COG1266	NA	NA	NA	NA	NA	NA	NA	pmid:23940253;pmid:24291792	NA	NA	NA	NA	K07052; CAAX protease family protein
Unknown_BF302-01R0002_00340	K00817	br:ko00001;br:ko01000;br:ko01007	NA	cog:COG0079	NA	NA	ec:2.6.1.9	go:0004400	md:M00026	NA	path:ko00340;path:ko00350;path:ko00360;path:ko00400;path:ko00401;path:ko00960;path:ko01100;path:ko01110;path:ko01230;path:map00340;path:map00350;path:map00360;path:map00400;path:map00401;path:map00960;path:map01100;path:map01110;path:map01230	pmid:2999081;pmid:8852895	rc:RC00006;rc:RC00888	rn:R00694;rn:R00734;rn:R03243	NA	NA	hisC; histidinol-phosphate aminotransferase
Unknown_BF302-01R0002_00342	K00965	br:ko00001;br:ko01000	NA	cog:COG1085	ds:H00070;ds:H02008	NA	ec:2.7.7.12	go:0008108	md:M00554;md:M00632	NA	path:ko00052;path:ko00520;path:ko01100;path:ko01250;path:ko04917;path:map00052;path:map00520;path:map01100;path:map01250;path:map04917	pmid:22461411	rc:RC00002	rn:R00955	NA	NA	galT, GALT; UDPglucose--hexose-1-phosphate uridylyltransferase
Unknown_BF302-01R0002_00343	K00849	br:ko00001;br:ko01000;br:ko04147	NA	cog:COG0153	ds:H00070;ds:H02009	NA	ec:2.7.1.6	go:0004335	md:M00554;md:M00632	NA	path:ko00052;path:ko00520;path:ko01100;path:ko01250;path:map00052;path:map00520;path:map01100;path:map01250	pmid:3158881	rc:RC00002;rc:RC00078	rn:R01092	NA	NA	galK; galactokinase
Unknown_BF302-01R0002_00344	K01224	br:ko00001;br:ko01000	NA	NA	NA	NA	ec:3.2.1.89	go:0031218	NA	NA	NA	pmid:17056685	NA	NA	NA	NA	E3.2.1.89; arabinogalactan endo-1,4-beta-galactosidase
Unknown_BF302-01R0002_00345	K01190	br:ko00001;br:ko01000	cazy:GH2	cog:COG3250	NA	NA	ec:3.2.1.23	go:0004565	NA	NA	path:ko00052;path:ko00511;path:ko00600;path:ko01100;path:map00052;path:map00511;path:map00600;path:map01100	NA	rc:RC00049;rc:RC00452	rn:R01105;rn:R01678;rn:R03355;rn:R04783;rn:R06114	NA	NA	lacZ; beta-galactosidase
Unknown_BF302-01R0002_00346	K10190	br:ko00001;br:ko02000	NA	cog:COG0395	NA	NA	NA	NA	NA	NA	path:ko02010;path:map02010	pmid:11421277;pmid:2318800	NA	NA	tc:3.A.1.1.4	NA	lacG, araQ; lactose/L-arabinose transport system permease protein
Unknown_BF302-01R0002_00347	K10189	br:ko00001;br:ko02000	NA	cog:COG1175	NA	NA	NA	NA	NA	NA	path:ko02010;path:map02010	pmid:11421277;pmid:2318800	NA	NA	tc:3.A.1.1.4	NA	lacF, araP; lactose/L-arabinose transport system permease protein
Unknown_BF302-01R0002_00348	K10188	br:ko00001;br:ko02000	NA	cog:COG1653	NA	NA	NA	NA	NA	NA	path:ko02010;path:map02010	pmid:11421277;pmid:2318800	NA	NA	tc:3.A.1.1.4	NA	lacE, araN; lactose/L-arabinose transport system substrate-binding protein
Unknown_BF302-01R0002_00349	K18991	br:ko00001;br:ko03000	NA	cog:COG2207	NA	NA	NA	NA	NA	NA	NA	pmid:10417654;pmid:23221802	NA	NA	NA	NA	mtrA; AraC family transcriptional regulator, activator of mtrCDE
Unknown_BF302-01R0002_00355	K04759	br:ko00001;br:ko02000	NA	cog:COG0370	NA	NA	NA	NA	NA	NA	NA	pmid:16718600;pmid:16952942;pmid:8407793	NA	NA	tc:9.A.8.1	NA	feoB; ferrous iron transport protein B
Unknown_BF302-01R0002_00357	K07657	br:ko00001;br:ko02022	NA	cog:COG0745	NA	NA	NA	go:0000156	NA	NA	path:ko02020;path:map02020	pmid:11289505;pmid:23760278	NA	NA	NA	NA	phoB; two-component system, OmpR family, phosphate regulon response regulator PhoB
Unknown_BF302-01R0002_00358	K02004	br:ko00001;br:ko02000	NA	cog:COG0577;cog:COG3127	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	tc:3.A.1	NA	ABC.CD.P; putative ABC transport system permease protein
Unknown_BF302-01R0002_00359	K02003	br:ko00001;br:ko02000	NA	cog:COG1136;cog:COG4181	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	tc:3.A.1	NA	ABC.CD.A; putative ABC transport system ATP-binding protein
Unknown_BF302-01R0002_00360	K14260	br:ko00001;br:ko01000;br:ko01007	NA	cog:COG0436	NA	NA	ec:2.6.1.2;ec:2.6.1.66	NA	NA	NA	path:ko00220;path:ko00250;path:ko00290;path:ko01100;path:ko01110;path:ko01210;path:ko01230;path:map00220;path:map00250;path:map00290;path:map01100;path:map01110;path:map01210;path:map01230	pmid:20729367	rc:RC00006;rc:RC00008;rc:RC00036	rn:R00258;rn:R01215	NA	NA	alaA; alanine-synthesizing transaminase
Unknown_BF302-01R0002_00361	K01338	br:ko00001;br:ko01000;br:ko01002	NA	cog:COG0466	NA	NA	ec:3.4.21.53	NA	NA	NA	path:ko04112;path:map04112	pmid:20197497;pmid:8294008	NA	NA	NA	NA	lon; ATP-dependent Lon protease
Unknown_BF302-01R0002_00362	K22132	br:ko00001;br:ko03016	NA	cog:COG1179	NA	NA	NA	go:0061503	NA	NA	NA	pmid:23242255	NA	NA	NA	NA	tcdA; tRNA threonylcarbamoyladenosine dehydratase
Unknown_BF302-01R0002_00364	K14058	br:ko00001;br:ko03016	NA	cog:COG0037	NA	NA	NA	NA	NA	NA	NA	pmid:14729701	NA	NA	NA	NA	ttcA; tRNA 2-thiocytidine biosynthesis protein TtcA
Unknown_BF302-01R0002_00366	K01914	br:ko00001;br:ko01000	NA	cog:COG2502	NA	NA	ec:6.3.1.1	go:0004071	NA	NA	path:ko00250;path:ko00460;path:ko01100;path:ko01110;path:ko01230;path:map00250;path:map00460;path:map01100;path:map01110;path:map01230	NA	rc:RC00010	rn:R00483	NA	NA	asnA; aspartate--ammonia ligase
Unknown_BF302-01R0002_00368	K01950	br:ko00001;br:ko01000	NA	cog:COG0171;cog:COG0388	ds:H02087	NA	ec:6.3.5.1	go:0003952	md:M00115;md:M00912	NA	path:ko00760;path:ko01100;path:ko01240;path:map00760;path:map01100;path:map01240	pmid:19270703	rc:RC00010;rc:RC00100	rn:R00257	NA	NA	E6.3.5.1, NADSYN1, QNS1, nadE; NAD+ synthase (glutamine-hydrolysing)
Unknown_BF302-01R0002_00369	K04083	br:ko00001;br:ko03110	NA	cog:COG1281	NA	NA	NA	NA	NA	NA	NA	pmid:15023991	NA	NA	NA	NA	hslO; molecular chaperone Hsp33
Unknown_BF302-01R0002_00373	K01990	br:ko00001;br:ko02000	NA	cog:COG1131;cog:COG1134	NA	NA	NA	NA	NA	NA	NA	pmid:10092453;pmid:10809709;pmid:10978546;pmid:11421281	NA	NA	tc:3.A.1	NA	ABC-2.A; ABC-2 type transport system ATP-binding protein
Unknown_BF302-01R0002_00377	K02483	br:ko00001;br:ko02022	NA	cog:COG0745	NA	NA	NA	go:0000156	NA	NA	NA	NA	NA	NA	NA	NA	K02483; two-component system, OmpR family, response regulator
Unknown_BF302-01R0002_00379	K01666	br:br01602;br:ko00001;br:ko01000	NA	cog:COG0119	NA	NA	ec:4.1.3.39	go:0008701	md:M00545;md:M00569	NA	path:ko00360;path:ko00362;path:ko00621;path:ko00622;path:ko01100;path:ko01120;path:ko01220;path:map00360;path:map00362;path:map00621;path:map00622;path:map01100;path:map01120;path:map01220	pmid:16782065;pmid:22316175	rc:RC00307;rc:RC00371	rn:R00750	NA	NA	mhpE; 4-hydroxy 2-oxovalerate aldolase
Unknown_BF302-01R0002_00380	K01000	br:ko00001;br:ko01000;br:ko01011	NA	cog:COG0472	NA	NA	ec:2.7.8.13	go:0008963	NA	NA	path:ko00550;path:ko01100;path:ko01502;path:map00550;path:map01100;path:map01502	pmid:11281713;pmid:1846850	rc:RC00002;rc:RC02753	rn:R05629;rn:R05630	tc:9.B.146	NA	mraY; phospho-N-acetylmuramoyl-pentapeptide-transferase
Unknown_BF302-01R0002_00382	K12308	br:ko00001;br:ko01000	cazy:GH42	cog:COG1874	NA	NA	ec:3.2.1.23	go:0004565	NA	NA	path:ko00052;path:map00052	pmid:15480628	rc:RC00452	rn:R01105	NA	NA	bgaB, lacA; beta-galactosidase
Unknown_BF302-01R0002_00385	K07462	br:ko00001;br:ko01000;br:ko03400	NA	cog:COG0608	NA	NA	NA	NA	NA	NA	path:ko03410;path:ko03430;path:ko03440;path:map03410;path:map03430;path:map03440	pmid:16488881;pmid:2649886	NA	NA	NA	NA	recJ; single-stranded-DNA-specific exonuclease
Unknown_BF302-01R0002_00390	K01653	br:ko00001;br:ko01000	NA	cog:COG0440	NA	NA	ec:2.2.1.6	go:0003984	md:M00019;md:M00570	NA	path:ko00290;path:ko00650;path:ko00660;path:ko00770;path:ko01100;path:ko01110;path:ko01210;path:ko01230;path:map00290;path:map00650;path:map00660;path:map00770;path:map01100;path:map01110;path:map01210;path:map01230	NA	rc:RC00027;rc:RC00106;rc:RC01192;rc:RC02744;rc:RC02893	rn:R00006;rn:R00014;rn:R00226;rn:R03050;rn:R04672;rn:R04673;rn:R08648	NA	NA	E2.2.1.6S, ilvH, ilvN; acetolactate synthase I/III small subunit
