QUERY	KO	BRITE	CAZY	COG	DISEASE	DRUG	ENZYME	GO	MODULE	NETWORK	PATHWAY	PUBMED	RCLASS	REACTION	TC	VP	DESCRIPTION
Unknown_BF302-01R0003_00133	K05837	br:ko00001;br:ko03036	NA	cog:COG0772	NA	NA	NA	NA	NA	NA	NA	pmid:19220747;pmid:2644207	NA	NA	NA	NA	rodA, mrdB; rod shape determining protein RodA
Unknown_BF302-01R0003_00134	K03608	br:ko00001;br:ko03036;br:ko04812	NA	cog:COG0851	NA	NA	NA	NA	NA	NA	NA	pmid:22380631	NA	NA	NA	NA	minE; cell division topological specificity factor
Unknown_BF302-01R0003_00135	K03609	br:ko00001;br:ko03036;br:ko04812	NA	cog:COG2894	NA	NA	NA	NA	NA	NA	NA	pmid:22380631	NA	NA	NA	NA	minD; septum site-determining protein MinD
Unknown_BF302-01R0003_00136	K05515	br:ko00001;br:ko01000;br:ko01011	NA	cog:COG0768	NA	NA	ec:3.4.16.4	go:0008658;go:0009002	NA	NA	path:ko00550;path:ko01100;path:ko01501;path:map00550;path:map01100;path:map01501	pmid:19220747	NA	NA	NA	NA	mrdA; penicillin-binding protein 2
Unknown_BF302-01R0003_00137	K03571	br:ko00001;br:ko03036	NA	cog:COG2891	NA	NA	NA	NA	NA	NA	NA	pmid:19220747	NA	NA	tc:9.B.157.1	NA	mreD; rod shape-determining protein MreD
Unknown_BF302-01R0003_00138	K03570	br:ko00001;br:ko03036	NA	cog:COG1792	NA	NA	NA	NA	NA	NA	NA	pmid:19220747;pmid:2687239	NA	NA	tc:9.B.157.1	NA	mreC; rod shape-determining protein MreC
Unknown_BF302-01R0003_00139	K03569	br:ko00001;br:ko02048;br:ko03036;br:ko04812	NA	cog:COG1077	NA	NA	NA	NA	NA	NA	NA	pmid:2687239	NA	NA	tc:1.A.33.1;tc:9.B.157.1	NA	mreB; rod shape-determining protein MreB and related proteins
Unknown_BF302-01R0003_00140	K03630	br:ko00001	NA	cog:COG2003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	radC; DNA repair protein RadC
Unknown_BF302-01R0003_00142	K00791	br:ko00001;br:ko01000;br:ko01006;br:ko03016	NA	cog:COG0324	ds:H00891	NA	ec:2.5.1.75	go:0004811	NA	NA	path:ko00908;path:ko01100;path:ko01110;path:map00908;path:map01100;path:map01110	pmid:11111046;pmid:17062755;pmid:2656644;pmid:9148919	rc:RC00121;rc:RC02820	rn:R01122	NA	NA	miaA, TRIT1; tRNA dimethylallyltransferase
Unknown_BF302-01R0003_00143	K03572	br:ko00001;br:ko03400	NA	cog:COG0323	NA	NA	NA	NA	NA	NA	path:ko03430;path:map03430	pmid:21953455	NA	NA	NA	NA	mutL; DNA mismatch repair protein MutL
Unknown_BF302-01R0003_00144	K03555	br:ko00001;br:ko03400	NA	cog:COG0249	NA	NA	NA	NA	NA	NA	path:ko03430;path:map03430	pmid:22367846	NA	NA	NA	NA	mutS; DNA mismatch repair protein MutS
Unknown_BF302-01R0003_00145	K07137	br:ko00001	NA	cog:COG2509	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K07137; uncharacterized protein
Unknown_BF302-01R0003_00148	K06409	br:ko00001;br:ko02000	NA	cog:COG2244	NA	NA	NA	NA	NA	NA	NA	pmid:1744050	NA	NA	tc:2.A.66.2.14	NA	spoVB; stage V sporulation protein B
Unknown_BF302-01R0003_00149	K07042	br:ko00001;br:ko03009	NA	cog:COG0319	NA	NA	NA	NA	NA	NA	NA	pmid:20807199	NA	NA	NA	NA	ybeY, yqfG; probable rRNA maturation factor
Unknown_BF302-01R0003_00151	K06217	br:ko00001	NA	cog:COG1702	NA	NA	NA	NA	NA	NA	NA	pmid:8444794	NA	NA	NA	NA	phoH, phoL; phosphate starvation-inducible protein PhoH and related proteins
Unknown_BF302-01R0003_00154	K00783	br:ko00001;br:ko01000;br:ko03009	NA	cog:COG1576	NA	NA	ec:2.1.1.177	go:0070038	NA	NA	NA	pmid:18755835	NA	NA	NA	NA	rlmH; 23S rRNA (pseudouridine1915-N3)-methyltransferase
Unknown_BF302-01R0003_00156	K03816	br:ko00001;br:ko01000	NA	cog:COG0503	NA	NA	ec:2.4.2.22	go:0000310	NA	NA	path:ko00230;path:ko01100;path:ko01110;path:ko01232;path:map00230;path:map01100;path:map01110;path:map01232	pmid:9098051	rc:RC00063;rc:RC00122	rn:R01229;rn:R02142	NA	NA	xpt; xanthine phosphoribosyltransferase
Unknown_BF302-01R0003_00157	K03763	br:ko00001;br:ko01000;br:ko03032;br:ko03400	NA	cog:COG2176	NA	NA	ec:2.7.7.7	go:0003887	NA	NA	path:ko03030;path:ko03430;path:ko03440;path:map03030;path:map03430;path:map03440	pmid:22333191	NA	NA	NA	NA	polC; DNA polymerase III subunit alpha, Gram-positive type
Unknown_BF302-01R0003_00158	K03526	br:ko00001;br:ko01000	NA	cog:COG0821	NA	NA	ec:1.17.7.1;ec:1.17.7.3	go:0046429	md:M00096	NA	path:ko00900;path:ko01100;path:ko01110;path:map00900;path:map01100;path:map01110	pmid:11752431;pmid:15650872	rc:RC01486	rn:R08689;rn:R10859	NA	NA	gcpE, ispG; (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase
Unknown_BF302-01R0003_00159	K11749	br:ko00001;br:ko01000;br:ko01002	NA	cog:COG0750	NA	NA	NA	NA	NA	NA	path:ko04112;path:map04112	pmid:20197497;pmid:21810987	NA	NA	NA	NA	rseP; regulator of sigma E protease
Unknown_BF302-01R0003_00160	K00099	br:ko00001;br:ko01000	NA	cog:COG0743	NA	NA	ec:1.1.1.267	go:0030604	md:M00096	NA	path:ko00900;path:ko01100;path:ko01110;path:map00900;path:map01100;path:map01110	pmid:9707569	rc:RC01452	rn:R05688	NA	NA	dxr; 1-deoxy-D-xylulose-5-phosphate reductoisomerase
Unknown_BF302-01R0003_00161	K00981	br:ko00001;br:ko01000	NA	cog:COG0575	NA	NA	ec:2.7.7.41	go:0004605	md:M00093	NA	path:ko00564;path:ko01100;path:ko01110;path:ko04070;path:map00564;path:map01100;path:map01110;path:map04070	pmid:9085581	rc:RC00002	rn:R01799	NA	NA	E2.7.7.41, CDS1, CDS2, cdsA; phosphatidate cytidylyltransferase
Unknown_BF302-01R0003_00162	K00806	br:ko00001;br:ko01000;br:ko01006	NA	cog:COG0020	NA	NA	ec:2.5.1.31	go:0008834	NA	NA	path:ko00550;path:ko00900;path:ko01110;path:map00550;path:map00900;path:map01110	pmid:11076526;pmid:9882662	rc:RC00279;rc:RC02839	rn:R06447	NA	NA	uppS; undecaprenyl diphosphate synthase
Unknown_BF302-01R0003_00163	K02838	br:ko00001;br:ko03012	NA	cog:COG0233	NA	NA	NA	NA	NA	NA	NA	pmid:12853640;pmid:18782833;pmid:9451005	NA	NA	NA	NA	frr, MRRF, RRF; ribosome recycling factor
Unknown_BF302-01R0003_00164	K09903	br:ko00001;br:ko01000	NA	cog:COG0528	NA	NA	ec:2.7.4.22	go:0009041	md:M00052	NA	path:ko00240;path:ko01100;path:ko01232;path:ko01240;path:map00240;path:map01100;path:map01232;path:map01240	pmid:16095620	rc:RC00002	rn:R00158	NA	NA	pyrH; uridylate kinase
Unknown_BF302-01R0003_00166	K22278	br:ko00001;br:ko01000	NA	cog:COG0726	NA	NA	ec:3.5.1.104	NA	NA	NA	NA	pmid:15961396	NA	NA	NA	NA	pgdA; peptidoglycan-N-acetylglucosamine deacetylase
Unknown_BF302-01R0003_00167	K02357	br:ko00001;br:ko03012;br:ko03029	NA	cog:COG0264	ds:H00891	NA	NA	go:0003746	NA	NA	NA	pmid:15196894;pmid:15695360;pmid:18213444	NA	NA	NA	NA	tsf, TSFM; elongation factor Ts
Unknown_BF302-01R0003_00168	K02967	br:br01610;br:ko00001;br:ko03011	NA	cog:COG0052	ds:H00891	NA	NA	go:0005763;go:0022627	NA	NA	path:ko03010;path:map03010	pmid:10094780;pmid:12068815	NA	NA	NA	NA	RP-S2, MRPS2, rpsB; small subunit ribosomal protein S2
Unknown_BF302-01R0003_00171	K02405	br:ko00001;br:ko02035;br:ko03021	NA	cog:COG1191	NA	NA	NA	go:0016987	NA	NA	path:ko02020;path:ko02025;path:ko02026;path:ko02040;path:ko05111;path:map02020;path:map02025;path:map02026;path:map02040;path:map05111	pmid:18070067;pmid:2507166;pmid:7590326	NA	NA	NA	NA	fliA, whiG; RNA polymerase sigma factor FliA
Unknown_BF302-01R0003_00173	K03411	br:ko00001;br:ko01000;br:ko02035	NA	cog:COG1871	NA	NA	ec:3.5.1.44	go:0050568	NA	NA	path:ko02030;path:map02030	pmid:14749334;pmid:19203648	NA	NA	NA	NA	cheD; chemotaxis protein CheD
Unknown_BF302-01R0003_00174	K03410	br:ko00001;br:ko02035	NA	cog:COG1776	NA	dr:D04791	NA	NA	NA	NA	path:ko02030;path:map02030	pmid:14749334;pmid:19203648	NA	NA	NA	NA	cheC; chemotaxis protein CheC
Unknown_BF302-01R0003_00175	K03408	br:ko00001;br:ko02035	NA	cog:COG0835	NA	NA	NA	NA	NA	NA	path:ko02020;path:ko02030;path:map02020;path:map02030	pmid:1601874;pmid:19203648	NA	NA	NA	NA	cheW; purine-binding chemotaxis protein CheW
Unknown_BF302-01R0003_00176	K03407	br:ko00001;br:ko01000;br:ko01001;br:ko02022;br:ko02035	NA	cog:COG0643	NA	NA	ec:2.7.13.3	go:0000155	NA	NA	path:ko02020;path:ko02030;path:map02020;path:map02030	pmid:11553614;pmid:19203648	NA	NA	NA	NA	cheA; two-component system, chemotaxis family, sensor kinase CheA
Unknown_BF302-01R0003_00177	K03412	br:ko00001;br:ko01000;br:ko02022;br:ko02035	NA	cog:COG2201	NA	NA	ec:3.1.1.61;ec:3.5.1.44	go:0008984;go:0050568	NA	NA	path:ko02020;path:ko02030;path:map02020;path:map02030	pmid:358191;pmid:6304723;pmid:8395512	NA	NA	NA	NA	cheB; two-component system, chemotaxis family, protein-glutamate methylesterase/glutaminase
Unknown_BF302-01R0003_00179	K04562	br:ko00001;br:ko02035	NA	cog:COG0455	NA	NA	NA	NA	NA	NA	NA	pmid:16428326	NA	NA	NA	NA	flhG, fleN; flagellar biosynthesis protein FlhG
Unknown_BF302-01R0003_00180	K02404	br:ko00001;br:ko02035	NA	cog:COG1419	NA	NA	NA	NA	NA	NA	NA	pmid:16428326	NA	NA	NA	NA	flhF; flagellar biosynthesis protein FlhF
Unknown_BF302-01R0003_00181	K02400	br:ko00001;br:ko02035;br:ko02044	NA	cog:COG1298	NA	NA	NA	NA	NA	NA	path:ko02040;path:map02040	pmid:8002587	NA	NA	tc:1.A.104.1;tc:3.A.6.2;tc:3.A.6.3	NA	flhA; flagellar biosynthesis protein FlhA
Unknown_BF302-01R0003_00182	K02401	br:ko00001;br:ko02035;br:ko02044	NA	cog:COG1377	NA	NA	NA	NA	NA	NA	path:ko02040;path:map02040	pmid:8002587	NA	NA	tc:3.A.6.2	NA	flhB; flagellar biosynthesis protein FlhB
Unknown_BF302-01R0003_00183	K02421	br:ko00001;br:ko02035;br:ko02044	NA	cog:COG1684	NA	NA	NA	NA	NA	NA	path:ko02040;path:map02040	pmid:9324257	NA	NA	tc:3.A.6.2	NA	fliR; flagellar biosynthesis protein FliR
Unknown_BF302-01R0003_00184	K02420	br:ko00001;br:ko02035;br:ko02044	NA	cog:COG1987	NA	NA	NA	NA	NA	NA	path:ko02040;path:map02040	pmid:9324257	NA	NA	tc:3.A.6.2	NA	fliQ; flagellar biosynthesis protein FliQ
Unknown_BF302-01R0003_00185	K02419	br:ko00001;br:ko02035;br:ko02044	NA	cog:COG1338	NA	NA	NA	NA	NA	NA	path:ko02040;path:map02040	pmid:9324257	NA	NA	tc:3.A.6.2	NA	fliP; flagellar biosynthesis protein FliP
Unknown_BF302-01R0003_00186	K02418	br:ko00001;br:ko02035;br:ko02044	NA	cog:COG3190	NA	NA	NA	NA	NA	NA	path:ko02040;path:map02040	pmid:9324257	NA	NA	tc:3.A.6.2	NA	fliO, fliZ; flagellar protein FliO/FliZ
Unknown_BF302-01R0003_00187	K02417	br:ko00001;br:ko02035;br:ko02044	NA	cog:COG1886	NA	NA	NA	NA	NA	NA	path:ko02030;path:ko02040;path:map02030;path:map02040	pmid:2656645	NA	NA	tc:3.A.6.2;tc:3.A.6.3	NA	fliN; flagellar motor switch protein FliN
Unknown_BF302-01R0003_00188	K02416	br:ko00001;br:ko02035	NA	cog:COG1868	NA	NA	NA	NA	NA	NA	path:ko02030;path:ko02040;path:map02030;path:map02040	pmid:2656645	NA	NA	NA	NA	fliM; flagellar motor switch protein FliM
Unknown_BF302-01R0003_00190	K02557	br:ko00001;br:ko02000;br:ko02035	NA	cog:COG1360	NA	NA	NA	NA	NA	NA	path:ko02030;path:ko02040;path:map02030;path:map02040	pmid:3007435	NA	NA	tc:1.A.30.1	NA	motB; chemotaxis protein MotB
Unknown_BF302-01R0003_00191	K02556	br:ko00001;br:ko02000;br:ko02035	NA	cog:COG1291	NA	NA	NA	NA	NA	NA	path:ko02020;path:ko02030;path:ko02040;path:map02020;path:map02030;path:map02040	pmid:6090403	NA	NA	tc:1.A.30.1	NA	motA; chemotaxis protein MotA
Unknown_BF302-01R0003_00192	K02390	br:ko00001;br:ko02035	NA	cog:COG1749	NA	NA	NA	NA	NA	NA	path:ko02040;path:map02040	pmid:2193164	NA	NA	NA	NA	flgE; flagellar hook protein FlgE
Unknown_BF302-01R0003_00194	K02389	br:ko00001;br:ko02035	NA	cog:COG1843	NA	NA	NA	NA	NA	NA	path:ko02040;path:map02040	pmid:26056383	NA	NA	NA	NA	flgD; flagellar basal-body rod modification protein FlgD
Unknown_BF302-01R0003_00195	K02414	br:ko00001;br:ko02035	NA	cog:COG3144	NA	NA	NA	NA	NA	NA	path:ko02040;path:map02040	pmid:8631687	NA	NA	NA	NA	fliK; flagellar hook-length control protein FliK
Unknown_BF302-01R0003_00197	K02413	br:ko00001;br:ko02035	NA	cog:COG2882	NA	NA	NA	NA	NA	NA	path:ko02040;path:map02040	pmid:1646201;pmid:9286988	NA	NA	NA	NA	fliJ; flagellar protein FliJ
Unknown_BF302-01R0003_00198	K02412	br:ko00001;br:ko01000;br:ko02035;br:ko02044	NA	cog:COG1157	NA	NA	ec:7.4.2.8	go:0008564	NA	NA	path:ko02040;path:map02040	pmid:1646201;pmid:9286988	NA	NA	tc:3.A.6.2;tc:3.A.6.3	NA	fliI; flagellum-specific ATP synthase
Unknown_BF302-01R0003_00199	K02411	br:ko00001;br:ko02035;br:ko02044	NA	cog:COG1317	NA	NA	NA	NA	NA	NA	path:ko02040;path:map02040	pmid:1646201	NA	NA	tc:3.A.6.2	NA	fliH; flagellar assembly protein FliH
Unknown_BF302-01R0003_00200	K02410	br:ko00001;br:ko02035	NA	cog:COG1536	NA	NA	NA	NA	NA	NA	path:ko02030;path:ko02040;path:map02030;path:map02040	pmid:2656645	NA	NA	NA	NA	fliG; flagellar motor switch protein FliG
Unknown_BF302-01R0003_00201	K02409	br:ko00001;br:ko02035;br:ko02044	NA	cog:COG1766	NA	NA	NA	NA	NA	NA	path:ko02040;path:map02040	pmid:2544561	NA	NA	tc:3.A.6.2;tc:3.A.6.3	NA	fliF; flagellar M-ring protein FliF
Unknown_BF302-01R0003_00202	K02408	br:ko00001;br:ko02035	NA	cog:COG1677	NA	NA	NA	NA	NA	NA	path:ko02040;path:map02040	pmid:26056383	NA	NA	NA	NA	fliE; flagellar hook-basal body complex protein FliE
Unknown_BF302-01R0003_00203	K02388	br:ko00001;br:ko02035	NA	cog:COG1558	NA	NA	NA	NA	NA	NA	path:ko02040;path:map02040	pmid:26056383	NA	NA	NA	NA	flgC; flagellar basal-body rod protein FlgC
Unknown_BF302-01R0003_00204	K02387	br:ko00001;br:ko02035	NA	cog:COG1815	NA	NA	NA	NA	NA	NA	path:ko02040;path:map02040	pmid:26056383	NA	NA	NA	NA	flgB; flagellar basal-body rod protein FlgB
Unknown_BF302-01R0003_00205	K03706	br:ko00001;br:ko03000	NA	NA	NA	NA	NA	NA	NA	NA	NA	pmid:11331605;pmid:7783641	NA	NA	NA	NA	codY; transcriptional pleiotropic repressor
Unknown_BF302-01R0003_00206	K03168	br:ko00001;br:ko01000;br:ko03032;br:ko03400	NA	cog:COG0550;cog:COG0551;cog:COG1754	NA	NA	ec:5.6.2.1	go:0003917	NA	NA	NA	pmid:20724443;pmid:9748482	NA	NA	NA	NA	topA; DNA topoisomerase I
Unknown_BF302-01R0003_00207	K04096	br:ko00001	NA	cog:COG0758	NA	NA	NA	NA	NA	NA	NA	pmid:7768823	NA	NA	NA	NA	smf; DNA processing protein
Unknown_BF302-01R0003_00208	K07391	br:ko00001	NA	cog:COG0606	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comM; magnesium chelatase family protein
Unknown_BF302-01R0003_00209	K03091	br:ko00001;br:ko03021	NA	NA	NA	NA	NA	go:0016987	NA	NA	NA	pmid:18070067	NA	NA	NA	NA	sigH; RNA polymerase sporulation-specific sigma factor
Unknown_BF302-01R0003_00210	K06180	br:ko00001;br:ko01000;br:ko03009	NA	cog:COG0564	NA	NA	ec:5.4.99.23	go:0009982	NA	NA	NA	pmid:11087118	NA	NA	NA	NA	rluD; 23S rRNA pseudouridine1911/1915/1917 synthase
Unknown_BF302-01R0003_00212	K01214	br:ko00001;br:ko01000	cazy:CBM48;cazy:GH13	cog:COG1523	NA	NA	ec:3.2.1.68	go:0019156	md:M00565	NA	path:ko00500;path:ko01100;path:ko01110;path:map00500;path:map01100;path:map01110	pmid:15743447;pmid:3379068	NA	rn:R09995;rn:R11261	NA	NA	ISA, treX; isoamylase
Unknown_BF302-01R0003_00214	K03657	br:ko00001;br:ko01000;br:ko03400	NA	cog:COG0210	NA	NA	ec:5.6.2.4	go:0043138	NA	NA	path:ko03420;path:ko03430;path:map03420;path:map03430	pmid:11544244;pmid:22267744;pmid:9701819	NA	NA	NA	NA	uvrD, pcrA; ATP-dependent DNA helicase UvrD/PcrA
Unknown_BF302-01R0003_00215	K01885	br:br01613;br:ko00001;br:ko01000;br:ko01007;br:ko02048;br:ko03016	NA	cog:COG0008	ds:H00891	NA	ec:6.1.1.17	go:0004818	md:M00121	NA	path:ko00860;path:ko00970;path:ko01100;path:ko01110;path:ko01120;path:ko01240;path:map00860;path:map00970;path:map01100;path:map01110;path:map01120;path:map01240	pmid:14741355;pmid:18682559;pmid:3015933	rc:RC00055;rc:RC00523	rn:R05578	NA	NA	EARS, gltX; glutamyl-tRNA synthetase
Unknown_BF302-01R0003_00220	K04720	br:ko00001;br:ko01000	NA	cog:COG0079	NA	NA	ec:4.1.1.81	go:0048472	NA	NA	path:ko00860;path:ko01100;path:map00860;path:map01100	pmid:9446573	rc:RC00517	rn:R06530	NA	NA	cobD; threonine-phosphate decarboxylase
Unknown_BF302-01R0003_00221	K00266	br:ko00001;br:ko01000	NA	cog:COG0493	NA	NA	ec:1.4.1.13	go:0004355	NA	NA	path:ko00250;path:ko00910;path:ko01100;path:ko01110;path:ko01120;path:ko01230;path:map00250;path:map00910;path:map01100;path:map01110;path:map01120;path:map01230	pmid:10318681;pmid:10357231	rc:RC00006;rc:RC00010;rc:RC02799	rn:R00114;rn:R00248	NA	NA	gltD; glutamate synthase (NADPH) small chain
Unknown_BF302-01R0003_00222	K00528	br:ko00001;br:ko01000	NA	cog:COG1018	NA	NA	ec:1.18.1.2;ec:1.19.1.1	go:0004324	NA	NA	NA	pmid:12234497;pmid:8449868	NA	rn:R10159	NA	NA	fpr; ferredoxin/flavodoxin---NADP+ reductase
Unknown_BF302-01R0003_00223	K08986	br:ko00001	NA	cog:COG3689	NA	NA	NA	NA	NA	NA	NA	pmid:24142257	NA	NA	NA	NA	ycgQ; putative membrane protein
Unknown_BF302-01R0003_00225	K02970	br:br01610;br:ko00001;br:ko03011	NA	cog:COG0828	NA	NA	NA	go:0005763;go:0022627	NA	NA	path:ko03010;path:map03010	pmid:6186393;pmid:9371454	NA	NA	NA	NA	RP-S21, MRPS21, rpsU; small subunit ribosomal protein S21
Unknown_BF302-01R0003_00227	K15770	br:ko00001;br:ko02000	NA	cog:COG2182	NA	NA	NA	NA	NA	NA	path:ko02010;path:map02010	pmid:11682178;pmid:16707683;pmid:17056685	NA	NA	tc:3.A.1.1	NA	cycB, ganO, mdxE; arabinogalactan oligomer / maltooligosaccharide transport system substrate-binding protein
Unknown_BF302-01R0003_00228	K01872	br:br01613;br:ko00001;br:ko01000;br:ko01007;br:ko03016	NA	cog:COG0013	ds:H00264;ds:H00606;ds:H00891;ds:H02200	NA	ec:6.1.1.7	go:0004813	NA	NA	path:ko00970;path:map00970	pmid:16906134;pmid:18682559;pmid:19379069	rc:RC00055;rc:RC00523	rn:R03038	NA	NA	AARS, alaS; alanyl-tRNA synthetase
Unknown_BF302-01R0003_00231	K06398	br:ko00001	NA	NA	NA	NA	NA	NA	NA	NA	NA	pmid:11160095;pmid:1729246	NA	NA	NA	NA	spoIVA; stage IV sporulation protein A
Unknown_BF302-01R0003_00232	K00705	br:ko00001;br:ko01000	cazy:GH77	cog:COG1640	NA	NA	ec:2.4.1.25	go:0004134	md:M00855	NA	path:ko00500;path:ko01100;path:ko01110;path:map00500;path:map01100;path:map01110	pmid:15034166;pmid:7678257	rc:RC00049	rn:R02111;rn:R05196	NA	NA	malQ; 4-alpha-glucanotransferase
Unknown_BF302-01R0003_00234	K01200	br:ko00001;br:ko01000	cazy:CBM48;cazy:GH13	cog:COG1523	NA	NA	ec:3.2.1.41	go:0051060	md:M00855	NA	path:ko00500;path:ko01100;path:ko01110;path:map00500;path:map01100;path:map01110	pmid:3155373	NA	rn:R02111	NA	NA	pulA; pullulanase
Unknown_BF302-01R0003_00235	K07124	br:ko00001	NA	cog:COG0300	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K07124; uncharacterized protein
Unknown_BF302-01R0003_00237	K08600	br:ko00001;br:ko01000;br:ko01002;br:ko01011	NA	cog:COG4509	NA	NA	ec:3.4.22.71	NA	NA	NA	NA	pmid:14725770	NA	NA	NA	NA	srtB; sortase B
Unknown_BF302-01R0003_00238	K13280	br:ko00001;br:ko01000;br:ko01002	NA	cog:COG0681	NA	NA	ec:3.4.21.89	NA	NA	NA	path:ko03060;path:map03060	pmid:9694797;pmid:9823656	NA	NA	NA	NA	SEC11, sipW; signal peptidase I
Unknown_BF302-01R0003_00240	K03624	br:ko00001;br:ko03021	NA	cog:COG0782	NA	NA	NA	NA	NA	NA	NA	pmid:11606592;pmid:17207814	NA	NA	NA	NA	greA; transcription elongation factor GreA
Unknown_BF302-01R0003_00241	K06153	br:ko00001;br:ko01000;br:ko01011	NA	cog:COG1968	NA	dr:D00128;dr:D03047;dr:D03048	ec:3.6.1.27	go:0050380	NA	NA	path:ko00550;path:ko00552;path:map00550;path:map00552	pmid:15778224	rc:RC00002	rn:R05627	NA	NA	bacA; undecaprenyl-diphosphatase
Unknown_BF302-01R0003_00242	K07080	br:ko00001	NA	cog:COG2358	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K07080; uncharacterized protein
Unknown_BF302-01R0003_00243	K03312	br:ko00001;br:ko02000	NA	cog:COG0786	NA	NA	NA	NA	NA	NA	NA	pmid:17042498;pmid:20557112	NA	NA	tc:2.A.27	NA	gltS; glutamate:Na+ symporter, ESS family
Unknown_BF302-01R0003_00248	K01006	br:ko00001;br:ko01000	NA	cog:COG0574	NA	NA	ec:2.7.9.1	go:0050242	md:M00169;md:M00171;md:M00172;md:M00173	NA	path:ko00010;path:ko00620;path:ko00710;path:ko00720;path:ko01100;path:ko01110;path:ko01120;path:ko01200;path:map00010;path:map00620;path:map00710;path:map00720;path:map01100;path:map01110;path:map01120;path:map01200	pmid:9278162	rc:RC00002;rc:RC00015	rn:R00206	NA	NA	ppdK; pyruvate, orthophosphate dikinase
Unknown_BF302-01R0003_00254	K07284	br:ko00001;br:ko01000;br:ko01002;br:ko01011	NA	cog:COG3764	NA	NA	ec:3.4.22.70	NA	NA	NA	NA	pmid:10427003	NA	NA	NA	NA	srtA; sortase A
Unknown_BF302-01R0003_00257	K03100	br:ko00001;br:ko01000;br:ko01002	NA	cog:COG0681	NA	NA	ec:3.4.21.89	NA	NA	NA	path:ko03060;path:map03060	pmid:10924740;pmid:2987248;pmid:9422718;pmid:9823656	NA	NA	NA	NA	lepB; signal peptidase I
Unknown_BF302-01R0003_00259	K01880	br:br01613;br:ko00001;br:ko01000;br:ko01007;br:ko03016;br:ko03029	NA	cog:COG0423	ds:H00264;ds:H00856	NA	ec:6.1.1.14	go:0004820	NA	NA	path:ko00970;path:map00970	pmid:11125115	rc:RC00055;rc:RC00523	rn:R03654	NA	NA	GARS, glyS1; glycyl-tRNA synthetase
Unknown_BF302-01R0003_00261	K03584	br:ko00001;br:ko03400	NA	cog:COG1381	NA	NA	NA	NA	NA	NA	path:ko03440;path:map03440	pmid:14625283	NA	NA	NA	NA	recO; DNA repair protein RecO (recombination protein O)
Unknown_BF302-01R0003_00262	K03595	br:ko00001;br:ko03009;br:ko03029	NA	cog:COG1159	ds:H02095	NA	NA	go:0043024	NA	NA	NA	pmid:12125819;pmid:20604745	NA	NA	NA	NA	era, ERAL1; GTPase
Unknown_BF302-01R0003_00263	K06972	br:ko00001;br:ko01000;br:ko01002	NA	cog:COG1026	ds:H01891	NA	NA	NA	NA	NA	NA	pmid:15772085;pmid:16849325	NA	NA	NA	NA	PITRM1, PreP, CYM1; presequence protease
Unknown_BF302-01R0003_00264	K03442	br:ko00001;br:ko02000	NA	cog:COG0668	NA	NA	NA	go:0008381	NA	NA	NA	pmid:10202137;pmid:12626684	NA	NA	tc:1.A.23.2	NA	mscS; small conductance mechanosensitive channel
Unknown_BF302-01R0003_00265	K00058	br:ko00001;br:ko01000;br:ko04147	NA	cog:COG0111	ds:H01079;ds:H02117	NA	ec:1.1.1.399;ec:1.1.1.95	go:0004617	md:M00020	NA	path:ko00260;path:ko00270;path:ko00680;path:ko01100;path:ko01110;path:ko01120;path:ko01200;path:ko01230;path:map00260;path:map00270;path:map00680;path:map01100;path:map01110;path:map01120;path:map01200;path:map01230	pmid:7719856;pmid:8550422	rc:RC00031	rn:R01513	NA	NA	serA, PHGDH; D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase
Unknown_BF302-01R0003_00266	K00831	br:ko00001;br:ko01000;br:ko01007	NA	cog:COG1932	ds:H01082;ds:H02117	NA	ec:2.6.1.52	go:0004646;go:0004648	md:M00020;md:M00124	NA	path:ko00260;path:ko00270;path:ko00680;path:ko00750;path:ko01100;path:ko01110;path:ko01120;path:ko01200;path:ko01230;path:ko01240;path:map00260;path:map00270;path:map00680;path:map00750;path:map01100;path:map01110;path:map01120;path:map01200;path:map01230;path:map01240	pmid:12633500	rc:RC00006;rc:RC00036	rn:R04173;rn:R05085	NA	NA	serC, PSAT1; phosphoserine aminotransferase
Unknown_BF302-01R0003_00267	K01652	br:ko00001;br:ko01000	NA	cog:COG0028	NA	NA	ec:2.2.1.6	go:0003984	md:M00019;md:M00570	NA	path:ko00290;path:ko00650;path:ko00660;path:ko00770;path:ko01100;path:ko01110;path:ko01210;path:ko01230;path:map00290;path:map00650;path:map00660;path:map00770;path:map01100;path:map01110;path:map01210;path:map01230	pmid:10972805	rc:RC00027;rc:RC00106;rc:RC01192;rc:RC02744;rc:RC02893	rn:R00006;rn:R00014;rn:R00226;rn:R03050;rn:R04672;rn:R04673;rn:R08648	NA	NA	E2.2.1.6L, ilvB, ilvG, ilvI; acetolactate synthase I/II/III large subunit
